thread_number	writer_start_time	writer_start_time_ms	writer_end_time	writer_end_time_ms	writer_time	writer_time_ms	writer_msg_count_total	writer_msg_count_rate	writer_msg_bytes_total	writer_msg_bytes_rate	writer_msg_size_min	writer_msg_size_max	writer_msg_size_avg	writer_error_count_total	writer_error_count_rate	reader_start_time	reader_start_time_ms	reader_end_time	reader_end_time_ms	reader_time	reader_time_ms	reader_msg_count_total	reader_msg_count_rate	reader_msg_bytes_total	reader_msg_bytes_rate	reader_msg_size_min	reader_msg_size_max	reader_msg_size_avg	reader_error_count_total	reader_error_count_rate
0	1.670400348049E9	1670400348049	1.670400348296E9	1670400348296	0.247	247	30	121.45748987854252	3600	14574.8987854251	120	120.0	120	0	0.0	1.670400348049E9	1670400348049	1.670400348303E9	1670400348303	0.254	254	30	118.11023622047244	3600	14173.228346456694	120	120.0	120	0	0.0
