thread_number	writer_start_time	writer_start_time_ms	writer_end_time	writer_end_time_ms	writer_time	writer_time_ms	writer_msg_count_total	writer_msg_count_rate	writer_msg_bytes_total	writer_msg_bytes_rate	writer_msg_size_min	writer_msg_size_max	writer_msg_size_avg	writer_error_count_total	writer_error_count_rate	reader_start_time	reader_start_time_ms	reader_end_time	reader_end_time_ms	reader_time	reader_time_ms	reader_msg_count_total	reader_msg_count_rate	reader_msg_bytes_total	reader_msg_bytes_rate	reader_msg_size_min	reader_msg_size_max	reader_msg_size_avg	reader_error_count_total	reader_error_count_rate
0	1.670400311785E9	1670400311785	1.670400312107E9	1670400312107	0.322	322	30	93.16770186335404	600	1863.3540372670807	20	20.0	20	0	0.0	1.670400311785E9	1670400311785	1.670400312115E9	1670400312115	0.33	330	30	90.9090909090909	600	1818.181818181818	20	20.0	20	0	0.0
