thread_number	writer_start_time	writer_start_time_ms	writer_end_time	writer_end_time_ms	writer_time	writer_time_ms	writer_msg_count_total	writer_msg_count_rate	writer_msg_bytes_total	writer_msg_bytes_rate	writer_msg_size_min	writer_msg_size_max	writer_msg_size_avg	writer_error_count_total	writer_error_count_rate	reader_start_time	reader_start_time_ms	reader_end_time	reader_end_time_ms	reader_time	reader_time_ms	reader_msg_count_total	reader_msg_count_rate	reader_msg_bytes_total	reader_msg_bytes_rate	reader_msg_size_min	reader_msg_size_max	reader_msg_size_avg	reader_error_count_total	reader_error_count_rate
0	1.670400459393E9	1670400459393	1.670400459838E9	1670400459838	0.445	445	30	67.41573033707866	4290	9640.449438202248	143	143.0	143	0	0.0	1.670400459393E9	1670400459393	1.670400459854E9	1670400459854	0.461	461	30	65.0759219088937	4290	9305.8568329718	143	143.0	143	0	0.0
