thread_number	writer_start_time	writer_start_time_ms	writer_end_time	writer_end_time_ms	writer_time	writer_time_ms	writer_msg_count_total	writer_msg_count_rate	writer_msg_bytes_total	writer_msg_bytes_rate	writer_msg_size_min	writer_msg_size_max	writer_msg_size_avg	writer_error_count_total	writer_error_count_rate	reader_start_time	reader_start_time_ms	reader_end_time	reader_end_time_ms	reader_time	reader_time_ms	reader_msg_count_total	reader_msg_count_rate	reader_msg_bytes_total	reader_msg_bytes_rate	reader_msg_size_min	reader_msg_size_max	reader_msg_size_avg	reader_error_count_total	reader_error_count_rate
0	1.670395043275E9	1670395043275	1.670395043897E9	1670395043897	0.622	622	30	48.231511254019296	1200	1929.2604501607718	40	40.0	40	0	0.0	1.670395043275E9	1670395043275	1.670395043918E9	1670395043918	0.643	643	30	46.65629860031104	1200	1866.2519440124415	40	40.0	40	0	0.0
