thread_number	writer_start_time	writer_start_time_ms	writer_end_time	writer_end_time_ms	writer_time	writer_time_ms	writer_msg_count_total	writer_msg_count_rate	writer_msg_bytes_total	writer_msg_bytes_rate	writer_msg_size_min	writer_msg_size_max	writer_msg_size_avg	writer_error_count_total	writer_error_count_rate	reader_start_time	reader_start_time_ms	reader_end_time	reader_end_time_ms	reader_time	reader_time_ms	reader_msg_count_total	reader_msg_count_rate	reader_msg_bytes_total	reader_msg_bytes_rate	reader_msg_size_min	reader_msg_size_max	reader_msg_size_avg	reader_error_count_total	reader_error_count_rate
0	1.670395072341E9	1670395072341	1.670395072618E9	1670395072618	0.277	277	30	108.30324909747291	4290	15487.364620938626	143	143.0	143	0	0.0	1.670395072341E9	1670395072341	1.670395072625E9	1670395072625	0.284	284	30	105.63380281690142	4290	15105.633802816903	143	143.0	143	0	0.0
