thread_number	writer_start_time	writer_start_time_ms	writer_end_time	writer_end_time_ms	writer_time	writer_time_ms	writer_msg_count_total	writer_msg_count_rate	writer_msg_bytes_total	writer_msg_bytes_rate	writer_msg_size_min	writer_msg_size_max	writer_msg_size_avg	writer_error_count_total	writer_error_count_rate	reader_start_time	reader_start_time_ms	reader_end_time	reader_end_time_ms	reader_time	reader_time_ms	reader_msg_count_total	reader_msg_count_rate	reader_msg_bytes_total	reader_msg_bytes_rate	reader_msg_size_min	reader_msg_size_max	reader_msg_size_avg	reader_error_count_total	reader_error_count_rate
0	1.670400449658E9	1670400449658	1.670400449972E9	1670400449972	0.314	314	30	95.54140127388536	1471	4684.713375796178	49	49.03333333333333	50	0	0.0	1.670400449658E9	1670400449658	1.670400449981E9	1670400449981	0.323	323	30	92.87925696594426	1471	4554.179566563467	49	49.03333333333333	50	0	0.0
